pid,GN,Description,sig126,sig127N,sig127C,sig128N,sig128C,sig129N,sig129C,sig130N,sig130C,sig131N,sig131C
Q8CCH2,Nhlrc3,NHL repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Nhlrc3 PE=1 SV=1,53368.63197,45548.3101,50211.86653,58378.19915,52974.24606,53788.88329,52849.14165,53533.01478,50643.67337,53129.36591,53672.63345
Q9CRB2,Nhp2,H/ACA ribonucleoprotein complex subunit 2 OS=Mus musculus OX=10090 GN=Nhp2 PE=1 SV=1,16897.54904,16025.43598,16988.51571,14796.96216,15205.83606,15856.98207,18457.56082,16946.27836,9993.735974,13798.03531,15563.96044
Q8CAF4,Nhsl1,NHS-like protein 1 OS=Mus musculus OX=10090 GN=Nhsl1 PE=1 SV=3,87641.78401,122557.5738,95841.38148,95626.63342,92989.10677,100582.8526,88778.61333,95955.64617,71429.77398,118473.5342,103380.0775
B1AXH1,Nhsl2,NHS-like protein 2 OS=Mus musculus OX=10090 GN=Nhsl2 PE=1 SV=2,118891.3344,147753.0753,96165.49015,92052.44183,116601.852,130164.3395,95396.44588,105502.9963,88030.5595,137939.027,109954.9472
Q3UW53,Niban1,Protein Niban 1 OS=Mus musculus OX=10090 GN=Niban1 PE=1 SV=2,17715.09421,22654.11691,27815.17858,22218.47294,16665.32773,18690.36042,27001.15723,20847.70468,19653.49964,18524.62241,22931.55033
Q8R1F1,Niban2,Protein Niban 2 OS=Mus musculus OX=10090 GN=Niban2 PE=1 SV=2,313071.2803,226883.975,259123.5786,262885.9792,323185.8717,230199.1185,247086.324,265116.3876,360971.1626,233274.0385,262550.0037
Q9CQM0,Nicn1,Nicolin-1 OS=Mus musculus OX=10090 GN=Nicn1 PE=1 SV=1,75672.70796,67409.8115,66306.38026,69957.57628,68824.00837,73447.16548,74434.36481,59444.22799,76367.69701,73714.47456,83723.34087
P10493,Nid1,Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2,157356.3588,174563.2077,158392.0915,135705.9645,147694.9923,158469.1741,146746.2552,146775.1945,530663.4737,182915.6068,155431.2294
Q9EQ80,Nif3l1,NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4,334571.9642,311707.8757,352407.3047,354660.5653,351718.7753,349526.681,336242.3399,333276.0546,363299.1513,328802.5277,347373.7001
Q91VE6,Nifk,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus OX=10090 GN=Nifk PE=1 SV=1,22571.46245,18461.97872,23287.50233,15194.75025,20353.46431,19684.58485,26020.63284,15298.97125,8548.765622,25079.34328,22337.67835
Q8BHK1,Nipa1,Magnesium transporter NIPA1 OS=Mus musculus OX=10090 GN=Nipa1 PE=1 SV=1,110037.0393,58252.28508,87503.86933,71897.43069,109839.0878,84177.74128,86992.37029,79138.71027,95170.7483,81814.79281,77448.2432
Q8BGN5,Nipal3,NIPA-like protein 3 OS=Mus musculus OX=10090 GN=Nipal3 PE=2 SV=1,137833.9907,201291.4587,155173.7771,145469.2679,136112.7278,162655.8095,150478.7293,160728.8957,123122.6784,169184.4179,157594.3863
Q6KCD5,Nipbl,Nipped-B-like protein OS=Mus musculus OX=10090 GN=Nipbl PE=1 SV=1,131966.6519,118895.5717,114892.5533,114613.1224,122853.0181,125337.4134,121154.767,124687.7543,101316.7725,125718.8165,122075.4073
O55125,Nipsnap1,Protein NipSnap homolog 1 OS=Mus musculus OX=10090 GN=Nipsnap1 PE=1 SV=1,1485395.348,1814114.303,1758251.537,1831803.336,1557028.534,1780736.454,1637104.785,1592511.692,1737699.777,1905344.689,1752159.612
O55126,Nipsnap2,Protein NipSnap homolog 2 OS=Mus musculus OX=10090 GN=Nipsnap2 PE=1 SV=1,2818092.707,2842539.141,2791090.207,2951120.673,2900623.02,2799531.014,2745299.708,2694691.346,2687016.263,2715674.421,2733036.212
Q7TMG8,Nipsnap2,Glioblastoma amplified sequence OS=Mus musculus OX=10090 GN=Nipsnap2 PE=1 SV=1,2817263.549,2828258.628,2757229.953,2970833.708,2922450.58,2793161.291,2718621.686,2685997.206,2729516.822,2717202.416,2739605.939
Q9CQE1,Nipsnap3b,Protein NipSnap homolog 3B OS=Mus musculus OX=10090 GN=Nipsnap3b PE=1 SV=1,174678.9983,229590.2023,197112.245,229442.9367,177647.8053,260965.3411,182616.9298,210268.2663,187208.0374,240529.8905,207823.3135
Q80TM9,Nisch,Nischarin OS=Mus musculus OX=10090 GN=Nisch PE=1 SV=2,701941.1493,725233.7016,534484.4894,654975.6593,677118.7706,700972.8513,564635.7144,673862.2505,681533.2208,705452.4788,642293.9597
Q8VDK1,Nit1,Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1 PE=1 SV=2,297762.1167,291977.8767,284206.3286,315331.9438,308196.2429,304093.4166,287956.3264,315376.5624,323052.3007,300083.806,295112.376
Q9JHW2,Nit2,Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1,385770.4096,394936.9635,334904.5114,420570.1519,422616.4166,363467.4505,344304.7327,380939.4618,365286.5716,317244.9818,348233.0233
Q9D035,Nkain1,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1 OS=Mus musculus OX=10090 GN=Nkain1 PE=1 SV=2,18941.60372,16586.09746,26397.6425,28102.45815,24520.16669,28218.90509,24779.23508,26552.28435,21900.57768,27467.04586,24000.82155
Q8CEC5,Nkiras1,NF-kappa-B inhibitor-interacting Ras-like protein 1 OS=Mus musculus OX=10090 GN=Nkiras1 PE=1 SV=1,119412.1445,109058.8577,193890.5919,133611.3799,109235.7442,119784.6479,173243.2952,148112.8139,114765.4864,127324.9432,134487.7989
Q8BY02,Nkrf,NF-kappa-B-repressing factor OS=Mus musculus OX=10090 GN=Nkrf PE=2 SV=3,33843.65633,35526.43135,36954.20896,36081.92929,31819.13188,33690.88306,38604.58308,38457.20262,19853.12607,36479.02273,36397.31357
P30415,Nktr,NK-tumor recognition protein OS=Mus musculus OX=10090 GN=Nktr PE=1 SV=4,177664.7823,268551.0961,142955.0303,312257.9832,151604.4208,247510.2923,139978.4191,262766.4236,119791.3653,225859.481,147330.371
Q8VEJ4,Nle1,Notchless protein homolog 1 OS=Mus musculus OX=10090 GN=Nle1 PE=1 SV=4,13329.43,12536.33138,14449.93111,14309.70904,14911.82653,15283.16832,13223.04785,13946.31141,12130.32093,13450.00521,12983.98558
Q99K10,Nlgn1,Neuroligin-1 OS=Mus musculus OX=10090 GN=Nlgn1 PE=1 SV=2,160279.577,187998.0283,233557.2621,230549.3912,163940.6371,217211.6667,228056.8555,233107.7531,167400.1778,211160.7864,210502.0455
Q69ZK9,Nlgn2,Neuroligin-2 OS=Mus musculus OX=10090 GN=Nlgn2 PE=1 SV=2,180013.1315,212593.6954,296480.4248,266457.6477,184918.9984,234801.0467,282840.0913,262141.2291,180511.6993,230454.2637,252686.216
Q8BYM5,Nlgn3,Neuroligin-3 OS=Mus musculus OX=10090 GN=Nlgn3 PE=1 SV=2,159830.7191,186546.3145,182993.4072,184234.6637,166456.3326,191407.3181,178499.7574,186723.5483,174093.2473,192119.4561,183993.6644
A0A6C1EIU1,Nlgn4,Neuroligin-4 OS=Mus musculus OX=10090 GN=Nlgn4 PE=4 SV=1,80478.16832,85434.77486,110802.4146,105448.7229,85654.93253,96007.15566,109186.9731,108501.4068,77197.31098,99032.46029,101871.5577
A0A6C1EJ07,Nlgn4,Neuroligin-4 OS=Mus musculus OX=10090 GN=Nlgn4 PE=4 SV=1,93061.68544,98479.67405,135831.1089,125705.917,95609.90095,111109.7379,132990.0535,130079.4663,83739.13536,113626.5036,122252.9395
Q91YP2,Nln,"Neurolysin, mitochondrial OS=Mus musculus OX=10090 GN=Nln PE=1 SV=1",498268.0751,438715.4107,471967.7044,510515.1167,511005.9556,460620.2947,455760.5961,476294.5788,539054.9312,447290.5262,481726.8606
Q3TL44,Nlrx1,NLR family member X1 OS=Mus musculus OX=10090 GN=Nlrx1 PE=1 SV=1,101302.6144,107377.8945,123679.0813,104009.9674,102083.7151,122651.8022,118037.4932,107781.3651,122615.4373,124380.1919,117701.7016
Q99L48,Nmd3,60S ribosomal export protein NMD3 OS=Mus musculus OX=10090 GN=Nmd3 PE=1 SV=1,33591.16011,24719.8448,32295.48592,26209.95055,33172.78204,28661.86181,32805.58489,36365.53321,38527.57252,31913.62508,34355.91408
P15532,Nme1,Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1,2342642.284,2093110.791,2010677.313,2326590.353,2477528.493,2170167.625,1928679.75,2209508.812,2892051.913,2115766.543,2199324.37
Q9WV85,Nme3,Nucleoside diphosphate kinase 3 OS=Mus musculus OX=10090 GN=Nme3 PE=1 SV=3,417918.8946,478232.418,451175.3635,479357.9241,418415.1116,488217.7258,412138.0502,455039.623,442906.4734,506477.071,435306.4294
Q9QXL8,Nme7,Nucleoside diphosphate kinase 7 OS=Mus musculus OX=10090 GN=Nme7 PE=1 SV=1,46889.04828,48634.11452,38595.30375,47477.21262,47044.74412,45299.86853,40454.56551,48711.92249,47526.37514,47614.41533,44373.73355
Q99JR6,Nmnat3,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 OS=Mus musculus OX=10090 GN=Nmnat3 PE=1 SV=1,95538.52205,69360.30902,55709.00097,67702.36613,111716.453,60878.28454,69606.39911,77155.08397,85629.80615,72639.78875,67857.74442
Q8K2T1,Nmral1,NmrA-like family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nmral1 PE=1 SV=1,1745456.522,1028169.614,790965.9561,1029005.59,1747137.504,1036741.83,802209.9682,1005746.26,2152962.476,1072657.32,1132865.773
O70310,Nmt1,Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus OX=10090 GN=Nmt1 PE=1 SV=1,589506.3993,680698.0168,634532.1105,642540.8124,590581.0382,668170.9355,627775.98,593577.8479,531988.0588,665397.4578,623463.7155
O70311,Nmt2,Glycylpeptide N-tetradecanoyltransferase 2 OS=Mus musculus OX=10090 GN=Nmt2 PE=1 SV=1,800517.5905,767499.8835,810900.3723,830446.0974,787788.4277,755616.3264,795599.5624,779423.0941,857152.9361,757591.082,785043.0931
Q9JJG9,Noa1,Nitric oxide-associated protein 1 OS=Mus musculus OX=10090 GN=Noa1 PE=1 SV=1,10681.54051,13374.9854,9852.239915,12179.48818,13518.90218,10951.11133,12980.4461,12342.37148,7876.592107,9663.735555,15526.45396
Q8BW10,Nob1,RNA-binding protein NOB1 OS=Mus musculus OX=10090 GN=Nob1 PE=1 SV=1,33600.09242,32625.63275,34683.67757,30060.58399,32212.52157,32819.76873,34461.25172,32708.79396,38870.22348,30243.609,32618.71918
O35710,Noct,Nocturnin OS=Mus musculus OX=10090 GN=Noct PE=1 SV=3,136787.8238,125125.0836,142941.2589,157395.8363,140168.7617,160821.7274,145518.0098,148293.1554,141446.2206,164565.8282,154449.7211
Q9D1X0,Nol3,Nucleolar protein 3 OS=Mus musculus OX=10090 GN=Nol3 PE=1 SV=1,112816.392,114225.5434,103663.9192,111346.3963,123393.3527,102595.4931,98878.10163,101772.7953,109275.9674,92110.32338,106057.6261
P60954,Nol4,Nucleolar protein 4 OS=Mus musculus OX=10090 GN=Nol4 PE=2 SV=2,29754.39135,26977.9566,32187.47818,35286.26392,27991.83258,33271.12549,35415.85875,40480.49273,20817.36387,29980.28332,32708.37545
E9Q947,Nol4,Nucleolar protein 4 OS=Mus musculus OX=10090 GN=Nol4 PE=1 SV=1,41414.08795,38143.02653,37850.49135,44758.63162,37636.48324,43818.7609,41632.39198,49359.79844,33179.86692,39667.29916,41724.1647
Q6DIB4,Nol4l,Nucleolar protein 4-like OS=Mus musculus OX=10090 GN=Nol4l PE=2 SV=1,29979.12223,26695.26758,23951.13433,33017.04922,27898.6107,30570.67315,27006.51757,36215.55238,19705.47017,28885.50264,28396.20146
Q8R5K4,Nol6,Nucleolar protein 6 OS=Mus musculus OX=10090 GN=Nol6 PE=2 SV=2,59421.7933,81200.76074,66804.61398,63278.08778,62279.85669,73290.87809,72673.48323,64191.82099,67965.8893,75763.54577,61282.24432
Q3UHX0,Nol8,Nucleolar protein 8 OS=Mus musculus OX=10090 GN=Nol8 PE=1 SV=2,39957.26868,29466.35834,36196.21285,34377.49606,33794.57992,41238.90424,38526.59884,43955.02645,47919.23009,44229.59022,72213.58306
Q3TZX8,Nol9,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Mus musculus OX=10090 GN=Nol9 PE=1 SV=1,66566.33497,92936.38166,76033.82074,79935.45663,66877.20168,83639.28871,80594.21849,86866.14416,77542.6729,67163.62575,68709.2133
E9Q5C9,Nolc1,Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1,303480.6658,293762.1246,312964.8735,320099.8079,303015.7225,330110.6371,354209.6058,323558.6517,211871.4496,330454.497,317465.235
Q3UFM5,Nom1,Nucleolar MIF4G domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nom1 PE=1 SV=2,12640.73256,8555.681784,14916.99082,9735.003256,10612.41448,13221.27526,12954.33735,11874.97037,20655.46139,12451.88631,12461.92784
Q6GQT9,Nomo1,Nodal modulator 1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1,368050.3433,403147.8298,421151.9996,440909.2073,380407.242,416957.0888,423623.2139,426868.1116,361799.9761,407764.9795,407816.4061
Q99K48,Nono,Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,1432257.695,1435807.965,1505342.181,1355361.255,1451161.167,1445206.609,1522005.78,1410489.434,1343482.109,1431610.673,1430112.027
Q9CPT5,Nop16,Nucleolar protein 16 OS=Mus musculus OX=10090 GN=Nop16 PE=1 SV=1,133960.546,128124.9119,143936.8929,102093.5995,135391.7432,108498.4844,137470.2022,106348.858,128252.726,111326.0917,118476.9086
Q922K7,Nop2,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nop2 PE=1 SV=1,42150.74094,45088.38086,42952.02157,39262.18411,43977.80708,47078.62781,45499.66254,43121.18692,31912.65016,44754.81736,42246.32432
Q9D6Z1,Nop56,Nucleolar protein 56 OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=2,212818.6668,251185.5301,214961.5094,177247.0506,189884.2556,221362.0328,232775.1006,184230.2335,170090.4397,227500.4126,205176.5201
F6USW7,Nop56,Nucleolar protein 56 (Fragment) OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=1,133127.283,150889.5743,137363.2837,115716.4287,118317.9909,135427.5224,137829.2423,115980.2811,99310.77271,148162.4587,127043.2386
Q6DFW4,Nop58,Nucleolar protein 58 OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1,132949.3526,136009.8443,150684.3219,126151.3984,133187.4378,147059.7828,147927.0524,117008.396,123704.2251,142559.5105,130225.4668
Q8BMC4,Nop9,Nucleolar protein 9 OS=Mus musculus OX=10090 GN=Nop9 PE=1 SV=1,13856.54686,10347.59656,13062.37505,9519.452924,15438.73646,14279.23176,11885.70644,14891.81355,22377.82091,10112.08734,12660.65363
Q9Z0J4,Nos1,"Nitric oxide synthase, brain OS=Mus musculus OX=10090 GN=Nos1 PE=1 SV=1",223028.9371,398245.0912,181892.4331,359830.5209,240837.5464,449133.5094,190831.8844,364856.2745,218531.5919,453887.1609,313782.3155
Q9D3A8,Nos1ap,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Mus musculus OX=10090 GN=Nos1ap PE=1 SV=3,30006.17791,60094.81965,30338.78725,36115.9032,30232.59701,43256.38057,29081.05833,42423.8577,32611.96759,50760.24882,35816.86954
P70313,Nos3,"Nitric oxide synthase, endothelial OS=Mus musculus OX=10090 GN=Nos3 PE=1 SV=4",241230.1172,261945.3272,176230.4276,241451.2383,191327.6546,250077.6399,252370.3586,285495.2082,136363.5759,235877.39,226639.0619
Q9D6T0,Nosip,Nitric oxide synthase-interacting protein OS=Mus musculus OX=10090 GN=Nosip PE=1 SV=1,55878.47337,53585.93293,58219.95772,43633.60201,55295.87971,46940.69738,54433.82396,45546.12725,51751.41177,45176.07483,50137.16762
Q01705,Notch1,Neurogenic locus notch homolog protein 1 OS=Mus musculus OX=10090 GN=Notch1 PE=1 SV=3,35797.7467,45789.97104,32780.54278,31318.23131,35176.43038,36117.59591,34601.21486,27170.84537,39737.15433,36455.90331,33460.47419
O35516,Notch2,Neurogenic locus notch homolog protein 2 OS=Mus musculus OX=10090 GN=Notch2 PE=1 SV=2,22879.27506,17596.72308,18676.52775,15939.95503,21861.74081,19748.50062,18071.14436,19500.75572,16933.49523,22824.10327,17302.92456
Q9JKN6,Nova1,RNA-binding protein Nova-1 OS=Mus musculus OX=10090 GN=Nova1 PE=1 SV=2,260193.5899,238029.1101,446707.4173,408782.9313,249204.1252,272004.1717,431869.3015,376123.0802,252451.1964,237710.5603,342911.8647
D3YVV7,Nova2,NOVA alternative-splicing regulator 2 OS=Mus musculus OX=10090 GN=Nova2 PE=1 SV=3,393648.8555,475514.9483,541482.6955,531546.312,387549.7752,468511.0504,548626.6176,518843.3033,377009.6534,446858.5668,477641.8214
O35604,Npc1,NPC intracellular cholesterol transporter 1 OS=Mus musculus OX=10090 GN=Npc1 PE=1 SV=2,197085.2687,140619.3215,116060.0362,92565.41724,183651.7347,129587.2334,111698.3192,91312.96525,200342.3768,129630.1224,135312.8274
Q9Z0J0,Npc2,NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1,124432.6756,45776.28496,78973.19314,93369.42406,106929.5942,91726.29241,99057.06354,99733.30879,74672.0372,91137.64921,97887.4636
Q6TKP2,Npcd,Neuronal pentraxin with chromo domain OS=Mus musculus OX=10090 GN=Npcd PE=2 SV=1,350995.375,725920.8206,484796.2712,848372.4215,347127.5692,670118.2421,420103.259,797455.4913,350253.1293,696756.2544,619358.3888
F8VQB8,Npcd,Neuronal pentraxin chromo domain OS=Mus musculus OX=10090 GN=Npcd PE=4 SV=1,360487.4647,712450.4555,484251.3677,850350.2095,350582.8949,666936.7761,433093.2312,798025.6314,339068.4965,697837.2923,610401.6234
Q64322,Npdc1,Neural proliferation differentiation and control protein 1 OS=Mus musculus OX=10090 GN=Npdc1 PE=2 SV=2,29898.79058,50226.262,29525.15061,39774.16412,35203.90781,45841.51257,37542.54739,42543.20499,26494.91278,48511.00295,37725.47531
Q6NSR8,Npepl1,Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1,130006.9106,117344.0163,103960.3295,104790.2397,130112.1146,110683.6387,97610.94492,101069.6725,141772.853,106094.8946,110397.829
Q11011,Npepps,Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2,1731591.354,1622171.434,1450404.369,1671284.477,1769945.311,1615255.119,1423435.726,1574326.138,1907395.706,1633861.07,1613919.98
E9Q6F4,Npepps,Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=1,794684.2664,751857.3531,654557.4913,760182.5762,802253.7041,740836.4573,640420.456,711263.2026,844713.7929,747926.9818,721841.1798
F6V7K3,Npepps,Puromycin-sensitive aminopeptidase (Fragment) OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=8,609316.9518,609014.52,522275.9025,601149.7059,643904.6344,583993.3669,489681.2287,555646.6932,660080.3354,562607.5547,550800.1653
Q9QY53,Nphp1,Nephrocystin-1 OS=Mus musculus OX=10090 GN=Nphp1 PE=1 SV=1,14088.13664,14146.08415,14920.1986,13946.93926,15812.54258,14802.00583,14152.26305,13765.75791,16908.75048,13181.52104,14001.75262
P59240,Nphp4,Nephrocystin-4 OS=Mus musculus OX=10090 GN=Nphp4 PE=1 SV=2,14186.11039,10934.08058,15116.96797,12942.41118,16855.74018,13557.44242,12067.42721,16273.95335,17210.0396,12786.74575,16257.30291
Q9DCJ9,Npl,N-acetylneuraminate lyase OS=Mus musculus OX=10090 GN=Npl PE=1 SV=1,143210.4652,132714.891,146462.393,178081.9561,154144.5593,137563.3178,137674.3169,171979.1525,152296.5153,131423.1383,153308.6045
P60670,Nploc4,Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=3,378794.4335,342933.4832,359703.2692,383343.9998,368938.3499,388396.2603,364490.9222,381480.553,345160.8053,378411.3703,380969.4708
Q61937,Npm1,Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1,1092307.704,1031572.252,1171287.7,1284475.454,1113158.836,1158576.857,1163626.948,1268719.234,905619.385,1060268.549,1161227.071
Q3UDA7,Npm1,Nucleoplasmin domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Npm1 PE=2 SV=1,979777.1482,945134.0454,1099559.534,1204267.993,998819.7676,1084908.758,1064797.94,1156542.641,894042.9529,966618.3011,1066372.722
Q6VVW5,Npr2,Atrial natriuretic peptide receptor 2 OS=Mus musculus OX=10090 GN=Npr2 PE=1 SV=2,41800.84316,36489.03207,40868.52867,43121.20893,40467.27707,44266.52965,39864.00997,44637.93069,47428.02197,42878.32976,40799.99163
Q9WUE4,Nprl2,GATOR complex protein NPRL2 OS=Mus musculus OX=10090 GN=Nprl2 PE=2 SV=1,45044.72425,46326.63248,49914.85793,52755.6294,40934.72706,52589.01356,53377.7883,53471.90778,42763.39956,54075.69054,51729.26747
Q8VIJ8,Nprl3,GATOR complex protein NPRL3 OS=Mus musculus OX=10090 GN=Nprl3 PE=1 SV=1,36299.46527,31269.97383,34523.50406,35565.35466,33164.79241,33993.52651,32454.9359,37238.21431,37253.93065,35247.97306,31901.72408
Q921B2,Npt1,Sodium-dependent phosphate/anion cotransporter (Fragment) OS=Mus musculus OX=10090 GN=Npt1 PE=4 SV=1,579659.711,991266.3215,840863.5281,757466.3949,486163.4925,830465.7377,837533.7646,744295.838,523209.318,911134.27,778589.0005
P97300,Nptn,Neuroplastin OS=Mus musculus OX=10090 GN=Nptn PE=1 SV=3,886044.8171,895586.7381,1243570.81,1121316.129,919583.4876,977766.8173,1234539.037,1029539.721,731592.8728,957483.0006,1031467.551
Q62443,Nptx1,Neuronal pentraxin-1 OS=Mus musculus OX=10090 GN=Nptx1 PE=1 SV=1,737856.781,1067665.549,851428.4016,844579.454,693918.5283,979414.9222,841349.3335,799443.352,649868.4653,1025058.946,900138.923
O70340,Nptx2,Neuronal pentraxin-2 OS=Mus musculus OX=10090 GN=Nptx2 PE=2 SV=1,203414.4061,128767.8446,242639.3174,257233.3269,178161.2752,119084.1285,241727.2399,244701.9983,165877.9285,135278.9545,218547.4091
Q99J85,Nptxr,Neuronal pentraxin receptor OS=Mus musculus OX=10090 GN=Nptxr PE=1 SV=1,407473.201,611680.221,509543.216,704607.6732,416654.3211,625894.718,495409.7477,705641.8179,377909.2797,663849.6424,603127.6489
Q04573,Npy1r,Neuropeptide Y receptor type 1 OS=Mus musculus OX=10090 GN=Npy1r PE=1 SV=1,122837.4657,52562.02512,105314.6479,131428.5719,114354.5197,111219.8529,80942.14155,113231.5804,83588.94632,119933.7544,122040.0368
Q64669,Nqo1,NAD(P)H dehydrogenase [quinone] 1 OS=Mus musculus OX=10090 GN=Nqo1 PE=1 SV=3,534409.0021,469768.7647,342074.7504,429268.4342,566663.3756,502484.9184,348930.8687,436792.825,531749.5218,497565.1927,450503.8851
Q9JI75,Nqo2,Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3,154938.2465,207150.7145,153779.7052,174800.8638,167910.3149,169838.0244,163136.1217,152403.9718,131289.8483,167786.2992,155488.305
Q60674,Nr1d2,Nuclear receptor subfamily 1 group D member 2 OS=Mus musculus OX=10090 GN=Nr1d2 PE=1 SV=1,178503.0497,169620.9793,111532.2703,165946.3723,164055.1382,190703.5834,98835.05304,152726.926,107718.8279,237871.4733,158743.6331
Q505F1,Nr2c1,Nuclear receptor subfamily 2 group C member 1 OS=Mus musculus OX=10090 GN=Nr2c1 PE=1 SV=3,156585.0419,113232.519,209965.0169,95684.83357,108963.9508,115836.4992,122181.9863,119639.555,107680.0349,115711.6935,125516.6469
P49117,Nr2c2,Nuclear receptor subfamily 2 group C member 2 OS=Mus musculus OX=10090 GN=Nr2c2 PE=1 SV=1,73612.61186,63649.17845,88566.3124,60493.41385,59763.34525,60917.55765,69908.30426,64508.17914,56363.15872,63837.94753,60707.48809
Q60632,Nr2f1,COUP transcription factor 1 OS=Mus musculus OX=10090 GN=Nr2f1 PE=2 SV=2,19718.10725,21366.27108,28221.50109,27805.81149,22460.71327,27181.04266,33303.76547,33559.49949,26124.78046,25919.01373,27617.69271
P43135,Nr2f2,COUP transcription factor 2 OS=Mus musculus OX=10090 GN=Nr2f2 PE=1 SV=2,20075.57067,16821.85256,21801.33047,25974.44965,21545.97902,26399.30366,22538.0289,30230.12724,22418.14512,24873.43598,22685.59308
P06537,Nr3c1,Glucocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c1 PE=1 SV=1,160272.0712,112134.004,150827.2775,137078.0554,144106.7944,127121.3533,153242.2788,143542.6208,126226.4284,121450.653,130752.0748
Q8CJ26,Nradd,Death domain-containing membrane protein NRADD OS=Mus musculus OX=10090 GN=Nradd PE=1 SV=1,37313.19654,31175.83118,24514.5551,26582.04285,39863.23907,28915.41016,29940.43181,30988.9615,37312.96612,26696.66985,31639.08766
P08556,Nras,GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1,369777.9397,328611.1259,355227.8815,356141.4756,388162.6672,344075.774,335299.1771,354682.6215,393794.9382,339699.4515,365802.5598
Q8VCQ3,Nrbf2,Nuclear receptor-binding factor 2 OS=Mus musculus OX=10090 GN=Nrbf2 PE=1 SV=1,44605.12172,54354.63683,47315.76848,38881.73878,48722.40051,43925.60973,51134.43878,38483.40371,69324.40296,50343.89434,50339.46654
Q99J45,Nrbp1,Nuclear receptor-binding protein OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1,76333.89109,76840.00497,71457.01467,80593.0561,78004.41311,77566.47215,75986.99739,78076.72485,79289.58222,75837.6518,75039.91965
Q91V36,Nrbp2,Nuclear receptor-binding protein 2 OS=Mus musculus OX=10090 GN=Nrbp2 PE=1 SV=2,284052.8877,227064.467,222913.6116,240394.6064,286561.5914,254650.1105,225813.811,262993.8446,313054.7841,249507.2212,256872.4375
Q810U4,Nrcam,Neuronal cell adhesion molecule OS=Mus musculus OX=10090 GN=Nrcam PE=1 SV=2,635489.7348,758759.6595,672947.176,693965.8656,633204.0107,717575.9581,657578.6322,654169.5043,598685.2904,730753.3701,676812.1136
A0A1W2P7Y9,Nrcam,Neuronal cell adhesion molecule OS=Mus musculus OX=10090 GN=Nrcam PE=1 SV=1,636287.688,747226.1938,668462.4596,690943.9599,634674.5853,718564.678,656406.2349,656362.2262,613160.6596,727489.4931,677109.9656
A0A1W2P6Z1,Nrcam,Neuronal cell adhesion molecule (Fragment) OS=Mus musculus OX=10090 GN=Nrcam PE=1 SV=1,16081.5231,22534.46847,20544.59253,19454.70022,18290.88537,22475.35995,19693.32436,20851.0206,16479.43414,23013.77651,19469.31386
A2A9Q2,Nrd1,"Nardilysin, N-arginine dibasic convertase, NRD convertase 1 OS=Mus musculus OX=10090 GN=Nrd1 PE=1 SV=1",296560.7822,281322.9852,256888.0789,285704.1542,300603.5413,281486.6463,256507.3177,277198.9651,320309.0839,268507.1005,274316.847
