ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
sp|Q5JPE7|NOMO2_HUMAN,NOMO2,Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,1939855.84,1969070.61,1921999.31,1701268.61,1657969.59,1687976.88,1547762.80,1587075.28,1520924.22,1947106.11,1900109.03,1895824.51,2357311.64,2409820.87,2358072.31,1461888.55,1425509.84,1483507.06
sp|P69849|NOMO3_HUMAN,NOMO3,Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2,1931532.70,1966928.71,1924386.07,1695545.67,1654987.19,1682806.46,1548974.16,1570754.02,1515330.90,1944463.22,1915966.49,1918251.01,2369092.70,2430203.50,2355354.81,1459095.01,1428963.48,1474853.36
sp|Q9HCB6|SPON1_HUMAN,SPON1,Spondin-1 OS=Homo sapiens OX=9606 GN=SPON1 PE=1 SV=2,607805.01,601179.35,648573.20,1966798.34,1896559.73,2036835.95,829573.67,830686.48,738378.52,300168.28,291403.88,291266.71,339252.00,328788.38,317441.72,309717.77,371255.07,326224.46
sp|Q08379|GOGA2_HUMAN,GOLGA2,Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3,733759.00,704630.00,695082.52,654246.32,681752.97,641917.15,668751.80,706053.75,721980.04,639342.24,624307.08,634657.39,651132.09,671708.97,665034.95,598220.69,614782.58,612986.85
sp|O43310|CTIF_HUMAN,CTIF,CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1,72715.54,72763.47,73642.67,73763.95,61961.12,69683.93,75711.30,70186.41,68526.73,60259.87,57141.58,56051.57,53899.77,62283.83,61980.36,63974.25,58717.85,77614.43
sp|Q96BY7|ATG2B_HUMAN,ATG2B,Autophagy-related protein 2 homolog B OS=Homo sapiens OX=9606 GN=ATG2B PE=1 SV=5,102538.37,104259.73,96201.01,124507.27,129996.26,127050.77,105253.72,117367.61,128943.50,75815.90,74269.65,73740.67,84327.16,90205.18,86844.54,93457.67,97613.55,93813.23
sp|Q92540|SMG7_HUMAN,SMG7,Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2,156513.52,160693.56,168463.13,134796.02,118991.96,141543.78,187489.55,167270.40,167101.79,166536.15,160694.83,165344.37,133938.76,120350.04,134950.92,179585.71,175761.94,169256.46
sp|Q32P44|EMAL3_HUMAN,EML3,Echinoderm microtubule-associated protein-like 3 OS=Homo sapiens OX=9606 GN=EML3 PE=1 SV=1,132483.05,140462.50,149072.71,191107.71,194281.83,205879.50,145042.16,132795.74,148598.39,136054.26,151545.21,138162.80,148450.37,131518.70,148662.29,132566.27,127712.54,124417.65
sp|O15230|LAMA5_HUMAN,LAMA5,Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8,1482071.88,1507442.08,1393557.37,2554099.72,2461221.79,2620823.11,1190376.98,1096770.43,1428477.92,475679.89,447611.06,478817.11,551472.56,598429.16,508304.81,459762.73,471965.16,476181.88
sp|Q96IZ0|PAWR_HUMAN,PAWR,PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1,291908.89,287276.21,311766.42,243779.89,221668.36,258551.63,342883.34,274909.69,258824.84,292674.55,315885.16,294391.06,300434.22,257942.44,278954.64,330363.88,349591.02,333070.04
sp|Q9NS69|TOM22_HUMAN,TOMM22,Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3,664085.78,709900.51,727017.96,556405.22,511487.17,585909.29,451439.30,522863.41,505683.41,924849.47,921312.60,915916.31,933664.09,929844.65,946860.66,570931.86,588055.85,567886.20
sp|Q96N66|MBOA7_HUMAN,MBOAT7,Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,568691.70,539681.17,550022.14,739272.68,734237.83,725630.80,468627.88,422977.11,457226.41,588756.29,616493.21,583177.70,653341.26,658380.39,685089.37,400254.11,440531.72,446603.84
sp|Q9UHR5|S30BP_HUMAN,SAP30BP,SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1,618431.38,613403.39,530824.96,399941.04,389299.30,397477.99,557764.91,728298.68,683453.33,566027.95,476182.13,541981.03,519628.04,611214.47,466652.02,539502.44,516628.70,565980.88
sp|O60503|ADCY9_HUMAN,ADCY9,Adenylate cyclase type 9 OS=Homo sapiens OX=9606 GN=ADCY9 PE=1 SV=4,82449.12,77901.44,111052.03,76933.67,120206.36,95555.54,101007.98,81658.73,96257.66,80227.73,78509.72,81108.20,88528.66,96991.98,79952.69,73472.13,70815.03,81273.80
sp|Q96QD9|UIF_HUMAN,FYTTD1,UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3,139156.17,155930.32,149943.62,159418.42,173180.17,149662.43,117396.14,93052.24,152111.00,242291.17,271667.91,263372.55,158744.96,158017.48,182411.41,105963.78,108504.91,109240.67
sp|Q96PC3|AP1S3_HUMAN,AP1S3,AP-1 complex subunit sigma-3 OS=Homo sapiens OX=9606 GN=AP1S3 PE=1 SV=1,542741.15,510849.21,447295.54,788534.02,684074.91,737840.15,601757.57,606842.83,576819.15,369120.33,328649.07,376381.32,373487.49,377271.67,337189.03,395421.56,380741.51,429753.52
sp|Q96PC3-4|AP1S3_HUMAN,AP1S3,Isoform 4 of AP-1 complex subunit sigma-3 OS=Homo sapiens OX=9606 GN=AP1S3,542741.15,510849.21,447295.54,788534.02,684074.91,737840.15,601757.57,606842.83,576819.15,369120.33,328649.07,376381.32,373487.49,377271.67,337189.03,395421.56,380741.51,429753.52
sp|Q9UHJ6|SHPK_HUMAN,SHPK,Sedoheptulokinase OS=Homo sapiens OX=9606 GN=SHPK PE=1 SV=3,376602.06,381058.03,366934.43,554200.94,547352.00,549005.23,426045.67,439102.93,485221.56,332255.77,324625.30,338735.88,388639.61,387077.05,395100.66,435978.91,468242.69,455308.00
sp|P09001|RM03_HUMAN,MRPL3,"39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1",1323117.63,1307572.66,1277503.28,1100268.30,1048901.03,1188703.73,993018.49,1016184.15,973119.48,1448046.63,1458484.56,1440824.68,1103731.83,1155437.81,1272270.90,1028183.60,1015361.42,1059770.50
sp|Q9NQW6|ANLN_HUMAN,ANLN,Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,302485.17,293188.82,303260.32,270649.25,271236.12,272668.67,342266.00,329324.50,308709.30,282051.05,285441.32,279319.71,259208.21,248724.96,241438.66,340632.79,332129.49,322402.81
sp|P07741|APT_HUMAN,APRT,Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2,2016291.80,1954957.20,1738216.95,3855749.54,4264244.22,3677290.07,2113865.72,2600170.23,2688683.27,1623528.91,1593002.01,1768498.14,2823342.49,3458337.25,2886648.90,2035976.58,2271261.44,2364748.23
sp|O43264|ZW10_HUMAN,ZW10,Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,895843.73,916890.74,966601.44,892675.31,904812.45,881300.80,905856.86,860892.29,814149.01,903948.74,928256.96,910825.60,838353.69,787050.67,895745.61,932908.21,942250.03,876487.72
sp|Q9UBU9|NXF1_HUMAN,NXF1,Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1,2157674.84,2127662.70,2219580.89,1606285.78,1657133.73,1645755.80,1978139.82,1950957.23,1762240.52,2603296.92,2691737.36,2591110.47,1699851.51,1623605.69,1807602.15,2137064.98,2095792.09,2178847.94
sp|Q9NY12|GAR1_HUMAN,GAR1,H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,1761920.34,1530024.05,1022557.53,1630547.48,2063076.55,1581536.53,997084.91,1280986.31,1596874.54,2393580.31,2124654.19,2209930.65,1773519.32,2310498.28,1731376.65,1413482.44,1341606.98,1784664.03
sp|Q96HY6|DDRGK_HUMAN,DDRGK1,DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1 PE=1 SV=2,669453.43,655761.86,643780.09,662688.23,654948.32,663380.56,616658.55,645504.83,727974.39,688009.89,665177.44,679911.73,747481.50,776262.41,749374.85,617421.88,627302.04,623814.39
sp|O00422|SAP18_HUMAN,SAP18,Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1,296258.99,409504.45,185435.56,141149.43,151224.63,140445.72,227862.29,195157.78,404536.06,291813.47,349125.50,317040.66,447951.36,392229.35,248073.31,321715.31,291619.20,200506.76
sp|O00534|VMA5A_HUMAN,VWA5A,von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=1 SV=2,265817.59,168810.41,41491.21,87981.71,92317.18,45234.45,56703.62,235862.87,217008.06,99324.74,31596.52,94372.42,152330.07,224461.13,130052.95,30766.89,29872.68,78782.67
sp|Q92882|OSTF1_HUMAN,OSTF1,Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2,363453.37,390931.40,558587.16,570178.37,520078.33,585319.46,508156.80,350521.92,446125.13,426432.46,449681.23,343049.47,454455.25,287037.17,427646.45,462314.43,546736.44,382961.29
sp|Q5XUX1|FBXW9_HUMAN,FBXW9,F-box/WD repeat-containing protein 9 OS=Homo sapiens OX=9606 GN=FBXW9 PE=1 SV=3,281315.51,275298.58,284045.95,370310.74,393081.37,410752.80,286524.30,308704.17,418190.33,218387.20,252444.69,242005.25,257436.47,237253.87,285072.87,303905.38,371109.14,277616.47
sp|Q659C4|LAR1B_HUMAN,LARP1B,La-related protein 1B OS=Homo sapiens OX=9606 GN=LARP1B PE=1 SV=2,57707.55,44773.11,36814.88,36905.81,43164.38,35658.01,38129.69,72218.86,86435.76,39882.28,32833.57,39962.93,74736.23,109770.16,63442.87,31277.87,33262.51,44422.87
tr|A0A3B3ISF0|A0A3B3ISF0_HUMAN,LARP1B,La-related protein 1B OS=Homo sapiens OX=9606 GN=LARP1B PE=1 SV=1,57707.55,44773.11,36814.88,36905.81,43164.38,35658.01,38129.69,72218.86,86435.76,39882.28,32833.57,39962.93,74736.23,109770.16,63442.87,31277.87,33262.51,44422.87
sp|P11802|CDK4_HUMAN,CDK4,Cyclin-dependent kinase 4 OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=2,265248.98,286389.91,274805.72,379918.89,382652.96,387563.62,351106.86,310352.85,288714.05,328830.38,293923.36,312894.16,338291.51,380371.74,347969.30,416465.32,409034.23,457136.83
sp|Q9BUB7|TMM70_HUMAN,TMEM70,"Transmembrane protein 70, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM70 PE=1 SV=2",380676.22,353095.80,345010.67,325707.68,314992.87,315149.80,294800.33,293506.16,307405.16,517770.59,512421.35,522635.73,414098.11,448081.95,468614.44,371543.84,381482.06,377925.09
sp|Q96K37|S35E1_HUMAN,SLC35E1,Solute carrier family 35 member E1 OS=Homo sapiens OX=9606 GN=SLC35E1 PE=1 SV=2,148520.63,150338.00,174423.09,134447.85,138270.07,142992.44,155473.79,173113.22,139527.49,171036.14,168603.51,160029.80,137027.95,133143.31,145686.98,146935.89,142012.25,139733.37
sp|O95183|VAMP5_HUMAN,VAMP5,Vesicle-associated membrane protein 5 OS=Homo sapiens OX=9606 GN=VAMP5 PE=1 SV=1,2337429.39,2379244.63,2244520.65,1096792.31,1041554.11,1143588.99,1688016.41,1944353.01,2020201.96,1848097.14,1884737.17,1872179.86,924503.74,877369.65,864783.11,1447047.55,1361126.80,1504350.75
sp|P32929|CGL_HUMAN,CTH,Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH PE=1 SV=3,353583.01,340339.80,346210.43,896922.92,846560.37,929016.60,378283.89,384333.56,492713.75,260238.04,252305.10,257094.72,552982.38,517826.77,580705.71,303091.07,317825.44,305197.10
sp|Q9H9J2|RM44_HUMAN,MRPL44,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1",1558285.86,1582366.46,1598248.43,1413316.36,1316545.31,1459312.25,1264996.95,1317580.32,1280326.06,1806979.55,1855189.80,1803169.63,1850156.75,1798616.26,1958114.52,1414561.26,1444082.99,1348287.57
sp|Q8IVP5|FUND1_HUMAN,FUNDC1,FUN14 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FUNDC1 PE=1 SV=1,22365.38,27579.29,23998.12,24987.64,22948.12,28866.73,23085.63,23101.02,23015.09,22778.64,20189.34,23223.33,22792.94,20154.71,23028.18,22015.51,21710.87,24753.76
sp|Q9H2V7|SPNS1_HUMAN,SPNS1,Protein spinster homolog 1 OS=Homo sapiens OX=9606 GN=SPNS1 PE=1 SV=1,284588.46,272692.96,283467.69,275402.20,280585.16,278657.55,230785.69,212951.44,251411.48,254508.16,283908.85,254659.87,275871.37,269337.91,286760.40,216275.91,242483.70,214837.70
tr|Q59FQ8|Q59FQ8_HUMAN,NA,Spinster variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,287903.29,273151.84,290201.48,284481.07,287609.13,289140.38,228342.79,206884.40,251570.17,251941.93,282576.92,250813.16,289735.73,274073.91,294927.97,200285.77,233921.96,205662.10
sp|Q8TAE8|G45IP_HUMAN,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,419415.23,431028.55,445102.19,458604.18,443430.64,493851.32,431784.77,405079.63,401456.86,512099.66,529599.64,480037.53,465511.58,425254.84,462608.83,474292.37,455970.14,457628.69
sp|Q8TB92|HMGC2_HUMAN,HMGCLL1,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCLL1 PE=1 SV=3",190908.01,185673.27,235038.44,252056.60,235248.20,274218.94,290669.80,229635.16,209114.74,248628.02,274834.29,262860.08,285377.69,249271.05,271005.87,373458.91,372315.67,339642.33
sp|A6NDB9|PALM3_HUMAN,PALM3,Paralemmin-3 OS=Homo sapiens OX=9606 GN=PALM3 PE=1 SV=2,480066.79,502787.36,554367.62,681255.84,610422.49,709027.30,565871.20,480338.72,554731.39,212810.73,214921.45,205238.98,202204.17,192168.36,199056.69,197393.09,242751.45,202262.92
sp|Q13541|4EBP1_HUMAN,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens OX=9606 GN=EIF4EBP1 PE=1 SV=3,331122.82,333170.84,297265.18,296283.74,293663.71,282577.28,323231.69,372945.34,405648.07,347090.27,336172.38,356178.69,446353.38,477352.44,396575.80,414978.25,439493.37,426055.66
sp|Q9NU23|LYRM2_HUMAN,LYRM2,LYR motif-containing protein 2 OS=Homo sapiens OX=9606 GN=LYRM2 PE=1 SV=1,167059.71,236365.33,188437.40,162992.12,118345.46,184470.33,143042.06,148545.63,116580.81,348305.67,284235.19,305586.84,160441.53,150850.36,199914.13,247682.05,194188.98,228796.04
sp|Q9BRS8|LARP6_HUMAN,LARP6,La-related protein 6 OS=Homo sapiens OX=9606 GN=LARP6 PE=1 SV=1,117802.84,108396.63,112677.11,122848.52,124846.22,124294.43,131636.86,117307.24,125106.45,103963.31,106841.37,107931.14,122359.73,108791.09,124615.10,117810.91,124575.72,127580.18
sp|Q92673|SORL_HUMAN,SORL1,Sortilin-related receptor OS=Homo sapiens OX=9606 GN=SORL1 PE=1 SV=2,281809.93,284515.18,302886.96,271017.02,255276.93,278860.21,288293.06,283281.99,243224.58,241485.65,241173.72,237719.57,246856.77,225376.97,242163.43,194190.86,252338.49,244495.60
sp|Q14657|LAGE3_HUMAN,LAGE3,EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens OX=9606 GN=LAGE3 PE=1 SV=2,94412.12,117684.19,93512.69,130632.11,103192.14,120547.26,128714.84,158438.89,166349.72,151034.55,164258.78,158296.27,178636.57,161721.57,175747.08,224976.75,205260.28,205491.08
sp|P08397|HEM3_HUMAN,HMBS,Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2,793146.33,824414.57,799635.51,929299.71,923937.67,939710.35,941433.45,1016567.85,1081896.89,787417.21,748426.63,771594.30,822464.02,797397.55,844570.48,1033928.37,1124776.54,1064502.55
sp|P50225|ST1A1_HUMAN,SULT1A1,Sulfotransferase 1A1 OS=Homo sapiens OX=9606 GN=SULT1A1 PE=1 SV=3,623688.22,635449.14,633445.47,786705.39,869046.99,820873.09,691826.46,801236.70,877219.74,862124.63,839144.23,852876.53,1091699.80,1187465.52,1087396.26,1048886.92,1280216.59,1280751.00
tr|Q59GG0|Q59GG0_HUMAN,NA,Sulfotransferase (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,620522.17,609250.13,609762.51,857308.65,915990.34,850211.86,670549.59,813409.22,934988.14,813732.14,801817.60,816250.80,1104984.19,1229964.59,1088072.92,1001443.01,1297456.17,1275897.54
sp|O00560|SDCB1_HUMAN,SDCBP,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1,1079942.11,1084169.32,990763.73,1146616.96,1216309.17,1189766.70,888879.43,1000552.03,1062052.81,1185767.13,1101288.43,1157454.86,1508921.83,1604491.26,1415500.06,937158.81,958256.62,947794.23
sp|Q9NPJ3|ACO13_HUMAN,ACOT13,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1,2701184.66,2774687.64,2994325.16,2916632.07,2781111.34,2849182.51,2408018.55,2304759.75,2196679.60,3506998.81,3796821.65,3638615.31,4208978.26,3884360.08,4539448.28,2687853.93,2812099.90,2817135.01
sp|Q6ULP2|AFTIN_HUMAN,AFTPH,Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3,215287.86,202553.06,214052.85,240426.67,226014.30,250306.30,243022.25,233106.76,251195.94,197496.98,188309.92,194744.22,233196.53,225499.50,226651.61,232276.50,220543.20,217033.29
sp|Q5BJH7|YIF1B_HUMAN,YIF1B,Protein YIF1B OS=Homo sapiens OX=9606 GN=YIF1B PE=1 SV=1,131766.13,130576.47,124373.68,75715.04,79404.26,69436.53,82547.61,93036.89,103153.24,116514.07,115214.36,120267.94,143800.05,145489.34,128437.11,85701.55,89503.51,78988.43
tr|B7Z961|B7Z961_HUMAN,NA,"cDNA FLJ50074, moderately similar to Homo sapiens Yip1 interacting factor homolog B (YIF1B), transcript variant 4, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1",74327.35,73656.29,70157.38,42709.75,44790.79,39168.14,46563.91,52480.75,58187.24,65723.89,64990.74,67841.40,81115.51,82068.42,72449.50,48342.99,50487.63,44556.22
sp|Q12830|BPTF_HUMAN,BPTF,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,431213.77,443137.58,450078.89,335794.53,324613.05,338476.70,416284.86,408387.39,357568.11,484041.82,498371.60,481572.38,319339.28,316865.08,307978.22,435496.23,416425.59,423096.87
tr|J3QQQ8|J3QQQ8_HUMAN,BPTF,Nucleosome-remodeling factor subunit BPTF (Fragment) OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=1,191471.03,183277.09,173893.54,143296.81,168891.53,154429.94,173768.55,167564.89,151904.55,198687.41,187055.79,199890.82,204144.93,224638.35,147009.65,147914.00,139646.90,138394.43
sp|P07585|PGS2_HUMAN,DCN,Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1,1467325.14,1573115.21,1513178.93,2228574.12,2138607.36,2144291.35,1490926.62,1301749.70,1591631.81,381630.50,351937.45,378090.60,387202.73,429384.98,374725.86,425602.77,384415.00,451977.27
sp|P05186|PPBT_HUMAN,ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme OS=Homo sapiens OX=9606 GN=ALPL PE=1 SV=4",118668.13,116311.92,136043.68,136465.00,140683.88,145025.27,123006.67,98352.26,92572.31,128467.95,145775.62,120723.19,114884.45,101924.71,120429.18,90529.40,126997.36,86432.44
sp|Q92876|KLK6_HUMAN,KLK6,Kallikrein-6 OS=Homo sapiens OX=9606 GN=KLK6 PE=1 SV=1,117244.82,118158.88,101993.77,83112.37,83668.96,77732.92,104178.67,125264.28,121571.86,155997.84,154150.55,171368.58,222500.59,223270.76,214598.31,154595.58,152504.03,192986.99
sp|P52597|HNRPF_HUMAN,HNRNPF,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,1415204.75,1373908.01,1912399.67,1420742.27,1461170.51,1561722.90,1572978.12,1301097.51,1334971.64,1663405.23,2029095.64,1536994.11,1277587.91,1037590.42,1406415.59,1770611.03,1793075.98,1574275.01
sp|P19387|RPB3_HUMAN,POLR2C,DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2,2179655.16,2029116.96,2454542.09,1925030.50,2010968.17,1849158.36,2134744.93,1674904.09,1820410.14,2173229.77,2544756.49,2153956.15,2501144.66,2093390.72,2735380.14,1960365.77,2252953.36,1943560.08
sp|Q9UK45|LSM7_HUMAN,LSM7,U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens OX=9606 GN=LSM7 PE=1 SV=1,399965.72,371585.45,340116.96,338718.67,342357.34,319186.50,376017.87,487546.36,546575.15,356074.73,351949.39,362722.74,467559.25,558884.31,425168.14,378167.41,429883.90,457525.94
sp|Q86XL3|ANKL2_HUMAN,ANKLE2,Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4,582992.83,593421.99,567977.85,442253.00,450415.88,446008.08,585791.10,523618.26,491552.09,682734.01,697576.20,669286.20,619486.29,622382.32,639740.27,608457.43,604787.88,582704.19
sp|Q96AT9|RPE_HUMAN,RPE,Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1,778561.45,717149.77,751700.61,1255600.69,1295339.50,1293564.56,1039697.31,1034838.27,980046.26,587328.34,556724.29,606344.20,828669.36,889200.90,813201.07,839199.05,886564.26,854259.92
sp|Q6NW29|RWDD4_HUMAN,RWDD4,RWD domain-containing protein 4 OS=Homo sapiens OX=9606 GN=RWDD4 PE=1 SV=3,197142.32,201328.96,192679.93,207751.31,206869.87,204190.79,222945.92,243407.99,275590.29,185374.12,165031.67,163128.91,265047.70,291650.75,230011.55,185659.99,228887.55,197240.00
sp|Q9NVA1|UQCC1_HUMAN,UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens OX=9606 GN=UQCC1 PE=1 SV=3,379591.93,395919.99,450126.31,296282.68,266926.72,319732.19,312349.02,282588.36,284813.30,456543.97,499604.36,439040.86,421839.87,382608.88,437616.75,331599.57,325494.77,258175.45
sp|P04233|HG2A_HUMAN,CD74,HLA class II histocompatibility antigen gamma chain OS=Homo sapiens OX=9606 GN=CD74 PE=1 SV=3,501421.56,502096.12,496700.77,419632.74,459152.60,447278.72,456257.63,481638.82,449976.57,813878.04,861874.90,776188.31,671509.32,599380.57,689565.65,710937.92,757682.64,691448.02
sp|P25440|BRD2_HUMAN,BRD2,Bromodomain-containing protein 2 OS=Homo sapiens OX=9606 GN=BRD2 PE=1 SV=2,75860.71,75731.87,80117.21,44430.93,35536.58,45266.37,92996.75,86410.43,95329.71,90456.00,85931.44,91306.73,64786.25,57456.41,65544.79,83871.46,92827.02,91480.49
sp|Q9H9P8|L2HDH_HUMAN,L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3",501284.51,498563.76,456403.53,465553.56,446159.32,470205.47,358815.97,393052.06,385662.34,641156.77,603312.47,648834.68,463730.32,547929.41,538061.12,416781.19,401341.17,416645.51
sp|Q7Z4G1|COMD6_HUMAN,COMMD6,COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1,719502.75,687808.59,652842.91,996401.68,1023362.36,963719.83,755954.88,782703.91,784899.09,516801.70,489342.47,535496.46,985067.84,1116698.65,852849.49,601177.09,624640.06,660753.72
sp|O75506|HSBP1_HUMAN,HSBP1,Heat shock factor-binding protein 1 OS=Homo sapiens OX=9606 GN=HSBP1 PE=1 SV=1,572753.31,555143.77,569617.12,567366.60,557504.99,544270.42,612313.85,627706.01,584636.29,563252.14,566008.44,575603.80,669597.90,671398.07,617038.21,684046.23,644187.71,680009.28
sp|Q9ULR0|ISY1_HUMAN,ISY1,Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3,251496.42,256262.15,230140.59,183667.85,169475.15,186358.28,244141.47,275547.30,288782.00,233865.29,219400.36,227032.22,246923.70,266157.89,226868.35,218060.20,220518.96,231508.01
sp|P30046|DOPD_HUMAN,DDT,D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3,2240472.74,2278187.38,2206451.48,3583256.89,3632817.84,3715030.24,2775000.79,3301579.98,4175860.67,1924731.62,1951660.77,1981796.69,2538018.79,2387224.25,2465876.34,2643635.74,3117405.04,3112664.96
sp|P06748|NPM_HUMAN,NPM1,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,48088551.00,53504526.76,55493673.17,30592505.82,26795515.03,32246380.34,44000688.83,44372927.83,46823573.86,58323789.77,59512857.63,55586211.01,50501930.83,43102975.51,50776381.90,58545906.88,58287559.64,55343361.17
sp|P06748-2|NPM_HUMAN,NPM1,Isoform 2 of Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1,53071869.52,52193021.60,53056295.20,28325186.23,25193076.79,29111981.87,46599517.07,46064280.68,50444920.06,54839528.60,52372645.69,54689553.18,56869572.12,53636623.75,53790906.75,51370132.22,60491945.29,52486877.41
tr|B1PHD4|B1PHD4_HUMAN,NPM1,Mutant NPM1 protein (Fragment) OS=Homo sapiens OX=9606 GN=NPM1 PE=4 SV=1,797189.68,667380.79,634804.49,724883.89,668435.72,579256.56,534992.79,698393.42,826339.29,640041.33,655273.96,595672.36,851552.26,919134.98,748889.83,526171.09,489301.85,584628.61
sp|P24593|IBP5_HUMAN,IGFBP5,Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1,145684.80,139334.18,142861.63,140930.67,159553.97,142478.75,153888.74,127178.81,139330.86,59294.79,63366.06,58866.23,65628.73,64237.30,57270.08,62895.51,59821.35,66009.77
sp|Q96AY4|TTC28_HUMAN,TTC28,Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4,614236.96,620289.05,601983.51,517191.02,564088.78,516286.03,597462.74,589714.23,548855.81,582924.54,584220.71,583626.10,579592.29,580162.83,581342.61,573435.68,562762.88,628886.23
sp|P46020|KPB1_HUMAN,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=2",160018.34,166350.58,150030.35,160253.55,163568.38,159350.53,163311.28,167841.88,180486.79,190124.20,186825.78,189148.66,187886.27,180541.01,193703.00,237491.24,216672.85,231207.93
